disease,medcodeid,read,list_disease_real,descr
Diabetes_Mellitus_other_or_not_specified,264717015,9999999,Diabetes excl Type 2,Diabetic - cooperative patient
Diabetes_Mellitus_other_or_not_specified,264717015,9999999,Diabetes,Diabetic - cooperative patient
Diabetes_Mellitus_other_or_not_specified,264718013,9999999,Diabetes excl Type 2,Diabetic-uncooperative patient
Diabetes_Mellitus_other_or_not_specified,264718013,9999999,Diabetes,Diabetic-uncooperative patient
Diabetes_Mellitus_other_or_not_specified,264720011,9999999,Diabetes excl Type 2,Date diabetic treatment start
Diabetes_Mellitus_other_or_not_specified,264720011,9999999,Diabetes,Date diabetic treatment start
Diabetes_Mellitus_other_or_not_specified,607851000006113,9999999,Diabetes excl Type 2,Date diabetic treatment stopp.
Diabetes_Mellitus_other_or_not_specified,607851000006113,9999999,Diabetes,Date diabetic treatment stopp.
Diabetes_Mellitus_other_or_not_specified,264723013,9999999,Diabetes excl Type 2,Diabetes: practice programme
Diabetes_Mellitus_other_or_not_specified,264723013,9999999,Diabetes,Diabetes: practice programme
Diabetes_Mellitus_other_or_not_specified,264724019,9999999,Diabetes excl Type 2,Diabetes: shared care programme
Diabetes_Mellitus_other_or_not_specified,264724019,9999999,Diabetes,Diabetes: shared care programme
Diabetes_Mellitus_other_or_not_specified,264726017,9999999,Diabetes excl Type 2,Diabetes management plan given
Diabetes_Mellitus_other_or_not_specified,264726017,9999999,Diabetes,Diabetes management plan given
Diabetes_Mellitus_other_or_not_specified,264727014,9999999,Diabetes excl Type 2,Diabetic annual review
Diabetes_Mellitus_other_or_not_specified,264727014,9999999,Diabetes,Diabetic annual review
Diabetes_Mellitus_other_or_not_specified,264728016,9999999,Diabetes excl Type 2,Annual diabetic blood test
Diabetes_Mellitus_other_or_not_specified,264728016,9999999,Diabetes,Annual diabetic blood test
Diabetes_Mellitus_other_or_not_specified,216195015,9999999,Diabetes excl Type 2,Diabetes care by hospital only
Diabetes_Mellitus_other_or_not_specified,216195015,9999999,Diabetes,Diabetes care by hospital only
Diabetes_Mellitus_other_or_not_specified,458512016,9999999,Diabetes excl Type 2,Diabetic on insulin and oral treatment
Diabetes_Mellitus_other_or_not_specified,458512016,9999999,Diabetes,Diabetic on insulin and oral treatment
Diabetes_Mellitus_other_or_not_specified,1488405010,9999999,Diabetes excl Type 2,Diabetic foot risk assessment
Diabetes_Mellitus_other_or_not_specified,1488405010,9999999,Diabetes,Diabetic foot risk assessment
Diabetes_Mellitus_other_or_not_specified,845341000006111,9999999,Diabetes excl Type 2,Diabetes: shared care in pregnancy - diabetol and obstet
Diabetes_Mellitus_other_or_not_specified,845341000006111,9999999,Diabetes,Diabetes: shared care in pregnancy - diabetol and obstet
Diabetes_Mellitus_other_or_not_specified,63021000000116,9999999,Diabetes excl Type 2,Diabetic diet - good compliance
Diabetes_Mellitus_other_or_not_specified,63021000000116,9999999,Diabetes,Diabetic diet - good compliance
Diabetes_Mellitus_other_or_not_specified,63041000000111,9999999,Diabetes excl Type 2,Diabetic diet - poor compliance
Diabetes_Mellitus_other_or_not_specified,63041000000111,9999999,Diabetes,Diabetic diet - poor compliance
Diabetes_Mellitus_other_or_not_specified,1780386019,9999999,Diabetes excl Type 2,Diabetic foot examination
Diabetes_Mellitus_other_or_not_specified,1780386019,9999999,Diabetes,Diabetic foot examination
Diabetes_Mellitus_other_or_not_specified,1780286017,9999999,Diabetes excl Type 2,Diabetic peripheral neuropathy screening
Diabetes_Mellitus_other_or_not_specified,1780286017,9999999,Diabetes,Diabetic peripheral neuropathy screening
Diabetes_Mellitus_other_or_not_specified,299191000000110,9999999,Diabetes excl Type 2,Insulin needles changed daily
Diabetes_Mellitus_other_or_not_specified,299191000000110,9999999,Diabetes,Insulin needles changed daily
Diabetes_Mellitus_other_or_not_specified,299211000000114,9999999,Diabetes excl Type 2,Insulin needles changed for each injection
Diabetes_Mellitus_other_or_not_specified,299211000000114,9999999,Diabetes,Insulin needles changed for each injection
Diabetes_Mellitus_other_or_not_specified,299261000000111,9999999,Diabetes excl Type 2,Diabetic 6 month review
Diabetes_Mellitus_other_or_not_specified,299261000000111,9999999,Diabetes,Diabetic 6 month review
Diabetes_Mellitus_other_or_not_specified,301161000000113,9999999,Diabetes excl Type 2,Insulin needles changed less than once a day
Diabetes_Mellitus_other_or_not_specified,301161000000113,9999999,Diabetes,Insulin needles changed less than once a day
Diabetes_Mellitus_other_or_not_specified,472901000000116,9999999,Diabetes excl Type 2,Insulin dose changed
Diabetes_Mellitus_other_or_not_specified,472901000000116,9999999,Diabetes,Insulin dose changed
Diabetes_Mellitus_other_or_not_specified,479511000000117,9999999,Diabetes excl Type 2,Diabetes type 1 review
Diabetes_Mellitus_other_or_not_specified,479511000000117,9999999,Diabetes,Diabetes type 1 review
Type_2_Diabetes_Mellitus,479571000000110,9999999,Diabetes Type 2,Diabetes type 2 review
Diabetes_Mellitus_other_or_not_specified,479571000000110,9999999,Diabetes,Diabetes type 2 review
Diabetes_Mellitus_other_or_not_specified,646031000000112,9999999,Diabetes excl Type 2,Insulin treatment initiated
Diabetes_Mellitus_other_or_not_specified,646031000000112,9999999,Diabetes,Insulin treatment initiated
Diabetes_Mellitus_other_or_not_specified,692951000000111,9999999,Diabetes excl Type 2,Diabetic foot screen
Diabetes_Mellitus_other_or_not_specified,692951000000111,9999999,Diabetes,Diabetic foot screen
Diabetes_Mellitus_other_or_not_specified,1488406011,9999999,Diabetes excl Type 2,Diabetic pre-pregnancy counselling
Diabetes_Mellitus_other_or_not_specified,1488406011,9999999,Diabetes,Diabetic pre-pregnancy counselling
Diabetes_Mellitus_other_or_not_specified,216201011,9999999,Diabetes excl Type 2,Diabetic retinopathy screening
Diabetes_Mellitus_other_or_not_specified,216201011,9999999,Diabetes,Diabetic retinopathy screening
Diabetes_Mellitus_other_or_not_specified,2548205017,9999999,Diabetes excl Type 2,Diabetic retinopathy screening offered
Diabetes_Mellitus_other_or_not_specified,2548205017,9999999,Diabetes,Diabetic retinopathy screening offered
Diabetes_Mellitus_other_or_not_specified,405561000000113,9999999,Diabetes excl Type 2,Diabetic digital retinopathy screening offered
Diabetes_Mellitus_other_or_not_specified,405561000000113,9999999,Diabetes,Diabetic digital retinopathy screening offered
Diabetes_Mellitus_other_or_not_specified,2474726011,9999999,Diabetes excl Type 2,Pan retinal photocoagulation for diabetes
Diabetes_Mellitus_other_or_not_specified,2474726011,9999999,Diabetes,Pan retinal photocoagulation for diabetes
Diabetes_Mellitus_other_or_not_specified,278718015,9999999,Diabetes excl Type 2,Continuous subcutaneous infusion of insulin
Diabetes_Mellitus_other_or_not_specified,278718015,9999999,Diabetes,Continuous subcutaneous infusion of insulin
Diabetes_Mellitus_other_or_not_specified,452078013,9999999,Diabetes excl Type 2,Subcutaneous injection of insulin
Diabetes_Mellitus_other_or_not_specified,452078013,9999999,Diabetes,Subcutaneous injection of insulin
Diabetes_Mellitus_other_or_not_specified,616081000006113,9999999,Diabetes excl Type 2,Diab mellit insulin-glucose infus acute myocardial infarct
Diabetes_Mellitus_other_or_not_specified,616081000006113,9999999,Diabetes,Diab mellit insulin-glucose infus acute myocardial infarct
Diabetes_Mellitus_other_or_not_specified,282570016,9999999,Diabetes excl Type 2,Diabetic stabilisation
Diabetes_Mellitus_other_or_not_specified,282570016,9999999,Diabetes,Diabetic stabilisation
Diabetes_Mellitus_other_or_not_specified,1488441010,9999999,Diabetes excl Type 2,Diabetes medication review
Diabetes_Mellitus_other_or_not_specified,1488441010,9999999,Diabetes,Diabetes medication review
Diabetes_Mellitus_other_or_not_specified,2159170012,9999999,Diabetes excl Type 2,Patient on maximal tolerated therapy for diabetes
Diabetes_Mellitus_other_or_not_specified,2159170012,9999999,Diabetes,Patient on maximal tolerated therapy for diabetes
Diabetes_Mellitus_other_or_not_specified,200111000006116,9999999,Diabetes excl Type 2,Pt advised re diabetic diet
Diabetes_Mellitus_other_or_not_specified,200111000006116,9999999,Diabetes,Pt advised re diabetic diet
Diabetes_Mellitus_other_or_not_specified,1780274015,9999999,Diabetes excl Type 2,Advice about blood glucose control
Diabetes_Mellitus_other_or_not_specified,1780274015,9999999,Diabetes,Advice about blood glucose control
Diabetes_Mellitus_other_or_not_specified,2532974016,9999999,Diabetes excl Type 2,Transition of diabetes care options discussed
Diabetes_Mellitus_other_or_not_specified,2532974016,9999999,Diabetes,Transition of diabetes care options discussed
Diabetes_Mellitus_other_or_not_specified,283544013,9999999,Diabetes excl Type 2,Admit diabetic emergency
Diabetes_Mellitus_other_or_not_specified,283544013,9999999,Diabetes,Admit diabetic emergency
Diabetes_Mellitus_other_or_not_specified,283584016,9999999,Diabetes excl Type 2,Non-urgent diabetic admission
Diabetes_Mellitus_other_or_not_specified,283584016,9999999,Diabetes,Non-urgent diabetic admission
Diabetes_Mellitus_other_or_not_specified,1484923019,9999999,Diabetes excl Type 2,Refer to diabetic foot screener
Diabetes_Mellitus_other_or_not_specified,1484923019,9999999,Diabetes,Refer to diabetic foot screener
Diabetes_Mellitus_other_or_not_specified,2159948010,9999999,Diabetes excl Type 2,Diabetic retinopathy 12 month review
Diabetes_Mellitus_other_or_not_specified,2159948010,9999999,Diabetes,Diabetic retinopathy 12 month review
Diabetes_Mellitus_other_or_not_specified,2159949019,9999999,Diabetes excl Type 2,Diabetic retinopathy 6 month review
Diabetes_Mellitus_other_or_not_specified,2159949019,9999999,Diabetes,Diabetic retinopathy 6 month review
Diabetes_Mellitus_other_or_not_specified,283938017,9999999,Diabetes excl Type 2,Diabetology D.V. done
Diabetes_Mellitus_other_or_not_specified,283938017,9999999,Diabetes,Diabetology D.V. done
Diabetes_Mellitus_other_or_not_specified,406351000000114,9999999,Diabetes excl Type 2,Referral for diabetic retinopathy screening
Diabetes_Mellitus_other_or_not_specified,406351000000114,9999999,Diabetes,Referral for diabetic retinopathy screening
Diabetes_Mellitus_other_or_not_specified,2474309019,9999999,Diabetes excl Type 2,Diabetic foot examination declined
Diabetes_Mellitus_other_or_not_specified,2474309019,9999999,Diabetes,Diabetic foot examination declined
Diabetes_Mellitus_other_or_not_specified,2474671011,9999999,Diabetes excl Type 2,Diabetic retinopathy screening refused
Diabetes_Mellitus_other_or_not_specified,2474671011,9999999,Diabetes,Diabetic retinopathy screening refused
Diabetes_Mellitus_other_or_not_specified,298811000000118,9999999,Diabetes excl Type 2,Insulin therapy declined
Diabetes_Mellitus_other_or_not_specified,298811000000118,9999999,Diabetes,Insulin therapy declined
Diabetes_Mellitus_other_or_not_specified,2548633012,9999999,Diabetes excl Type 2,Patient held diabetic record declined
Diabetes_Mellitus_other_or_not_specified,2548633012,9999999,Diabetes,Patient held diabetic record declined
Diabetes_Mellitus_other_or_not_specified,2159969012,9999999,Diabetes excl Type 2,Patient held diabetic record issued
Diabetes_Mellitus_other_or_not_specified,2159969012,9999999,Diabetes,Patient held diabetic record issued
Diabetes_Mellitus_other_or_not_specified,2549901010,9999999,Diabetes excl Type 2,Diabetic patient unsuitable for digital retinal photography
Diabetes_Mellitus_other_or_not_specified,2549901010,9999999,Diabetes,Diabetic patient unsuitable for digital retinal photography
Diabetes_Mellitus_other_or_not_specified,121589010,9999999,Diabetes excl Type 2,Diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,121589010,9999999,Diabetes,Diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,292466013,9999999,Diabetes excl Type 2,Diabetes mellitus with no mention of complication
Diabetes_Mellitus_other_or_not_specified,292466013,9999999,Diabetes,Diabetes mellitus with no mention of complication
Diabetes_Mellitus_other_or_not_specified,616621000006115,9999999,Diabetes excl Type 2,"Diabetes mellitus, juvenile type, no mention of complication"
Diabetes_Mellitus_other_or_not_specified,616621000006115,9999999,Diabetes,"Diabetes mellitus, juvenile type, no mention of complication"
Diabetes_Mellitus_other_or_not_specified,772161000006119,9999999,Diabetes excl Type 2,Insulin dependent diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,772161000006119,9999999,Diabetes,Insulin dependent diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,616511000006110,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult onset, no mention of complication"
Diabetes_Mellitus_other_or_not_specified,616511000006110,9999999,Diabetes,"Diabetes mellitus, adult onset, no mention of complication"
Diabetes_Mellitus_other_or_not_specified,223291000000111,9999999,Diabetes excl Type 2,Maturity onset diabetes
Diabetes_Mellitus_other_or_not_specified,223291000000111,9999999,Diabetes,Maturity onset diabetes
Type_2_Diabetes_Mellitus,73466011,9999999,Diabetes Type 2,Non-insulin dependent diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,73466011,9999999,Diabetes,Non-insulin dependent diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,292475010,9999999,Diabetes excl Type 2,Diabetes mellitus NOS with no mention of complication
Diabetes_Mellitus_other_or_not_specified,292475010,9999999,Diabetes,Diabetes mellitus NOS with no mention of complication
Diabetes_Mellitus_other_or_not_specified,2622193012,9999999,Diabetes excl Type 2,Diabetes mellitus with ketoacidosis
Diabetes_Mellitus_other_or_not_specified,2622193012,9999999,Diabetes,Diabetes mellitus with ketoacidosis
Diabetes_Mellitus_other_or_not_specified,616641000006110,9999999,Diabetes excl Type 2,"Diabetes mellitus, juvenile type, with ketoacidosis"
Diabetes_Mellitus_other_or_not_specified,616641000006110,9999999,Diabetes,"Diabetes mellitus, juvenile type, with ketoacidosis"
Diabetes_Mellitus_other_or_not_specified,616531000006116,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult onset, with ketoacidosis"
Diabetes_Mellitus_other_or_not_specified,616531000006116,9999999,Diabetes,"Diabetes mellitus, adult onset, with ketoacidosis"
Diabetes_Mellitus_other_or_not_specified,292478012,9999999,Diabetes excl Type 2,Other specified diabetes mellitus with ketoacidosis
Diabetes_Mellitus_other_or_not_specified,292478012,9999999,Diabetes,Other specified diabetes mellitus with ketoacidosis
Diabetes_Mellitus_other_or_not_specified,292479016,9999999,Diabetes excl Type 2,Diabetes mellitus NOS with ketoacidosis
Diabetes_Mellitus_other_or_not_specified,292479016,9999999,Diabetes,Diabetes mellitus NOS with ketoacidosis
Diabetes_Mellitus_other_or_not_specified,292480018,9999999,Diabetes excl Type 2,Diabetes mellitus with hyperosmolar coma
Diabetes_Mellitus_other_or_not_specified,292480018,9999999,Diabetes,Diabetes mellitus with hyperosmolar coma
Diabetes_Mellitus_other_or_not_specified,292482014,9999999,Diabetes excl Type 2,"Diabetes mellitus, juvenile type, with hyperosmolar coma"
Diabetes_Mellitus_other_or_not_specified,292482014,9999999,Diabetes,"Diabetes mellitus, juvenile type, with hyperosmolar coma"
Diabetes_Mellitus_other_or_not_specified,292483016,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult onset, with hyperosmolar coma"
Diabetes_Mellitus_other_or_not_specified,292483016,9999999,Diabetes,"Diabetes mellitus, adult onset, with hyperosmolar coma"
Diabetes_Mellitus_other_or_not_specified,292484010,9999999,Diabetes excl Type 2,Diabetes mellitus NOS with hyperosmolar coma
Diabetes_Mellitus_other_or_not_specified,292484010,9999999,Diabetes,Diabetes mellitus NOS with hyperosmolar coma
Diabetes_Mellitus_other_or_not_specified,616381000006111,9999999,Diabetes excl Type 2,Diabetes mellitus with ketoacidotic coma
Diabetes_Mellitus_other_or_not_specified,616381000006111,9999999,Diabetes,Diabetes mellitus with ketoacidotic coma
Diabetes_Mellitus_other_or_not_specified,616651000006112,9999999,Diabetes excl Type 2,"Diabetes mellitus, juvenile type, with ketoacidotic coma"
Diabetes_Mellitus_other_or_not_specified,616651000006112,9999999,Diabetes,"Diabetes mellitus, juvenile type, with ketoacidotic coma"
Diabetes_Mellitus_other_or_not_specified,616541000006114,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult onset, with ketoacidotic coma"
Diabetes_Mellitus_other_or_not_specified,616541000006114,9999999,Diabetes,"Diabetes mellitus, adult onset, with ketoacidotic coma"
Diabetes_Mellitus_other_or_not_specified,292488013,9999999,Diabetes excl Type 2,Other specified diabetes mellitus with coma
Diabetes_Mellitus_other_or_not_specified,292488013,9999999,Diabetes,Other specified diabetes mellitus with coma
Diabetes_Mellitus_other_or_not_specified,292489017,9999999,Diabetes excl Type 2,Diabetes mellitus NOS with ketoacidotic coma
Diabetes_Mellitus_other_or_not_specified,292489017,9999999,Diabetes,Diabetes mellitus NOS with ketoacidotic coma
Diabetes_Mellitus_other_or_not_specified,616461000006112,9999999,Diabetes excl Type 2,Diabetes mellitus with renal manifestation
Diabetes_Mellitus_other_or_not_specified,616461000006112,9999999,Diabetes,Diabetes mellitus with renal manifestation
Diabetes_Mellitus_other_or_not_specified,205225016,9999999,Diabetes excl Type 2,Diabetic nephropathy
Diabetes_Mellitus_other_or_not_specified,205225016,9999999,Diabetes,Diabetic nephropathy
Diabetes_Mellitus_other_or_not_specified,616661000006114,9999999,Diabetes excl Type 2,"Diabetes mellitus, juvenile type, with renal manifestation"
Diabetes_Mellitus_other_or_not_specified,616661000006114,9999999,Diabetes,"Diabetes mellitus, juvenile type, with renal manifestation"
Diabetes_Mellitus_other_or_not_specified,616551000006111,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult onset, with renal manifestation"
Diabetes_Mellitus_other_or_not_specified,616551000006111,9999999,Diabetes,"Diabetes mellitus, adult onset, with renal manifestation"
Diabetes_Mellitus_other_or_not_specified,292495016,9999999,Diabetes excl Type 2,Other specified diabetes mellitus with renal complications
Diabetes_Mellitus_other_or_not_specified,292495016,9999999,Diabetes,Other specified diabetes mellitus with renal complications
Diabetes_Mellitus_other_or_not_specified,292496015,9999999,Diabetes excl Type 2,Diabetes mellitis with nephropathy NOS
Diabetes_Mellitus_other_or_not_specified,292496015,9999999,Diabetes,Diabetes mellitis with nephropathy NOS
Diabetes_Mellitus_other_or_not_specified,616421000006118,9999999,Diabetes excl Type 2,Diabetes mellitus with ophthalmic manifestation
Diabetes_Mellitus_other_or_not_specified,616421000006118,9999999,Diabetes,Diabetes mellitus with ophthalmic manifestation
Diabetes_Mellitus_other_or_not_specified,616601000006113,9999999,Diabetes excl Type 2,"Diabetes mellitus, juvenile type, + ophthalmic manifestation"
Diabetes_Mellitus_other_or_not_specified,616601000006113,9999999,Diabetes,"Diabetes mellitus, juvenile type, + ophthalmic manifestation"
Diabetes_Mellitus_other_or_not_specified,616491000006116,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult onset, + ophthalmic manifestation"
Diabetes_Mellitus_other_or_not_specified,616491000006116,9999999,Diabetes,"Diabetes mellitus, adult onset, + ophthalmic manifestation"
Diabetes_Mellitus_other_or_not_specified,13771000006110,9999999,Diabetes excl Type 2,Other specified diabetes mellitus with ophthalmic complicatn
Diabetes_Mellitus_other_or_not_specified,13771000006110,9999999,Diabetes,Other specified diabetes mellitus with ophthalmic complicatn
Diabetes_Mellitus_other_or_not_specified,292503016,9999999,Diabetes excl Type 2,Diabetes mellitus NOS with ophthalmic manifestation
Diabetes_Mellitus_other_or_not_specified,292503016,9999999,Diabetes,Diabetes mellitus NOS with ophthalmic manifestation
Diabetes_Mellitus_other_or_not_specified,616391000006114,9999999,Diabetes excl Type 2,Diabetes mellitus with neurological manifestation
Diabetes_Mellitus_other_or_not_specified,616391000006114,9999999,Diabetes,Diabetes mellitus with neurological manifestation
Diabetes_Mellitus_other_or_not_specified,616921000006113,9999999,Diabetes excl Type 2,Diabetic amyotrophy
Diabetes_Mellitus_other_or_not_specified,616921000006113,9999999,Diabetes,Diabetic amyotrophy
Diabetes_Mellitus_other_or_not_specified,345487013,9999999,Diabetes excl Type 2,Diabetes mellitus with neuropathy
Diabetes_Mellitus_other_or_not_specified,345487013,9999999,Diabetes,Diabetes mellitus with neuropathy
Diabetes_Mellitus_other_or_not_specified,616451000006110,9999999,Diabetes excl Type 2,Diabetes mellitus with polyneuropathy
Diabetes_Mellitus_other_or_not_specified,616451000006110,9999999,Diabetes,Diabetes mellitus with polyneuropathy
Diabetes_Mellitus_other_or_not_specified,616671000006119,9999999,Diabetes excl Type 2,"Diabetes mellitus, juvenile, + neurological manifestation"
Diabetes_Mellitus_other_or_not_specified,616671000006119,9999999,Diabetes,"Diabetes mellitus, juvenile, + neurological manifestation"
Diabetes_Mellitus_other_or_not_specified,616481000006119,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult onset, + neurological manifestation"
Diabetes_Mellitus_other_or_not_specified,616481000006119,9999999,Diabetes,"Diabetes mellitus, adult onset, + neurological manifestation"
Diabetes_Mellitus_other_or_not_specified,13761000006115,9999999,Diabetes excl Type 2,Other specified diabetes mellitus with neurological comps
Diabetes_Mellitus_other_or_not_specified,13761000006115,9999999,Diabetes,Other specified diabetes mellitus with neurological comps
Diabetes_Mellitus_other_or_not_specified,292512019,9999999,Diabetes excl Type 2,Diabetes mellitus NOS with neurological manifestation
Diabetes_Mellitus_other_or_not_specified,292512019,9999999,Diabetes,Diabetes mellitus NOS with neurological manifestation
Diabetes_Mellitus_other_or_not_specified,616441000006113,9999999,Diabetes excl Type 2,Diabetes mellitus with peripheral circulatory disorder
Diabetes_Mellitus_other_or_not_specified,616441000006113,9999999,Diabetes,Diabetes mellitus with peripheral circulatory disorder
Diabetes_Mellitus_other_or_not_specified,616351000006115,9999999,Diabetes excl Type 2,Diabetes mellitus with gangrene
Diabetes_Mellitus_other_or_not_specified,616351000006115,9999999,Diabetes,Diabetes mellitus with gangrene
Diabetes_Mellitus_other_or_not_specified,616831000006118,9999999,Diabetes excl Type 2,Diabetes with gangrene
Diabetes_Mellitus_other_or_not_specified,616831000006118,9999999,Diabetes,Diabetes with gangrene
Diabetes_Mellitus_other_or_not_specified,616591000006117,9999999,Diabetes excl Type 2,"Diabetes mellitus, juvenile +peripheral circulatory disorder"
Diabetes_Mellitus_other_or_not_specified,616591000006117,9999999,Diabetes,"Diabetes mellitus, juvenile +peripheral circulatory disorder"
Diabetes_Mellitus_other_or_not_specified,616581000006115,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult, + peripheral circulatory disorder"
Diabetes_Mellitus_other_or_not_specified,616581000006115,9999999,Diabetes,"Diabetes mellitus, adult, + peripheral circulatory disorder"
Diabetes_Mellitus_other_or_not_specified,616561000006113,9999999,Diabetes excl Type 2,"Diabetes mellitus, adult with gangrene"
Diabetes_Mellitus_other_or_not_specified,616561000006113,9999999,Diabetes,"Diabetes mellitus, adult with gangrene"
Diabetes_Mellitus_other_or_not_specified,787101000006114,9999999,Diabetes excl Type 2,IDDM with peripheral circulatory disorder
Diabetes_Mellitus_other_or_not_specified,787101000006114,9999999,Diabetes,IDDM with peripheral circulatory disorder
Diabetes_Mellitus_other_or_not_specified,674961000006118,9999999,Diabetes excl Type 2,NIDDM with peripheral circulatory disorder
Diabetes_Mellitus_other_or_not_specified,674961000006118,9999999,Diabetes,NIDDM with peripheral circulatory disorder
Diabetes_Mellitus_other_or_not_specified,292523015,9999999,Diabetes excl Type 2,Diabetes mellitus NOS with peripheral circulatory disorder
Diabetes_Mellitus_other_or_not_specified,292523015,9999999,Diabetes,Diabetes mellitus NOS with peripheral circulatory disorder
Diabetes_Mellitus_other_or_not_specified,772171000006114,9999999,Diabetes excl Type 2,Insulin dependent diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,772171000006114,9999999,Diabetes,Insulin dependent diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,787111000006112,9999999,Diabetes excl Type 2,IDDM-Insulin dependent diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,787111000006112,9999999,Diabetes,IDDM-Insulin dependent diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,84281000006115,9999999,Diabetes excl Type 2,Type 1 diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,84281000006115,9999999,Diabetes,Type 1 diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,84651000006114,9999999,Diabetes excl Type 2,Type I diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,84651000006114,9999999,Diabetes,Type I diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,771501000006119,9999999,Diabetes excl Type 2,Insulin-dependent diabetes mellitus with renal complications
Diabetes_Mellitus_other_or_not_specified,771501000006119,9999999,Diabetes,Insulin-dependent diabetes mellitus with renal complications
Diabetes_Mellitus_other_or_not_specified,84801000006111,9999999,Diabetes excl Type 2,Type I diabetes mellitus with renal complications
Diabetes_Mellitus_other_or_not_specified,84801000006111,9999999,Diabetes,Type I diabetes mellitus with renal complications
Diabetes_Mellitus_other_or_not_specified,84431000006117,9999999,Diabetes excl Type 2,Type 1 diabetes mellitus with renal complications
Diabetes_Mellitus_other_or_not_specified,84431000006117,9999999,Diabetes,Type 1 diabetes mellitus with renal complications
Diabetes_Mellitus_other_or_not_specified,771491000006110,9999999,Diabetes excl Type 2,Insulin-dependent diabetes mellitus with ophthalmic comps
Diabetes_Mellitus_other_or_not_specified,771491000006110,9999999,Diabetes,Insulin-dependent diabetes mellitus with ophthalmic comps
Diabetes_Mellitus_other_or_not_specified,771481000006112,9999999,Diabetes excl Type 2,Insulin-dependent diabetes mellitus with neurological comps
Diabetes_Mellitus_other_or_not_specified,771481000006112,9999999,Diabetes,Insulin-dependent diabetes mellitus with neurological comps
Diabetes_Mellitus_other_or_not_specified,84751000006116,9999999,Diabetes excl Type 2,Type I diabetes mellitus with neurological complications
Diabetes_Mellitus_other_or_not_specified,84751000006116,9999999,Diabetes,Type I diabetes mellitus with neurological complications
Diabetes_Mellitus_other_or_not_specified,84381000006113,9999999,Diabetes excl Type 2,Type 1 diabetes mellitus with neurological complications
Diabetes_Mellitus_other_or_not_specified,84381000006113,9999999,Diabetes,Type 1 diabetes mellitus with neurological complications
Diabetes_Mellitus_other_or_not_specified,771381000006115,9999999,Diabetes excl Type 2,Insulin dependent diabetes mellitus with multiple complicatn
Diabetes_Mellitus_other_or_not_specified,771381000006115,9999999,Diabetes,Insulin dependent diabetes mellitus with multiple complicatn
Diabetes_Mellitus_other_or_not_specified,72651000006114,9999999,Diabetes excl Type 2,Unstable insulin dependant diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,72651000006114,9999999,Diabetes,Unstable insulin dependant diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,72721000006113,9999999,Diabetes excl Type 2,Unstable type I diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,72721000006113,9999999,Diabetes,Unstable type I diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,72711000006117,9999999,Diabetes excl Type 2,Unstable type 1 diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,72711000006117,9999999,Diabetes,Unstable type 1 diabetes mellitus
Diabetes_Mellitus_other_or_not_specified,771421000006113,9999999,Diabetes excl Type 2,Insulin dependent diabetes mellitus with ulcer
Diabetes_Mellitus_other_or_not_specified,771421000006113,9999999,Diabetes,Insulin dependent diabetes mellitus with ulcer
Diabetes_Mellitus_other_or_not_specified,84821000006118,9999999,Diabetes excl Type 2,Type I diabetes mellitus with ulcer
Diabetes_Mellitus_other_or_not_specified,84821000006118,9999999,Diabetes,Type I diabetes mellitus with ulcer
Diabetes_Mellitus_other_or_not_specified,84451000006112,9999999,Diabetes excl Type 2,Type 1 diabetes mellitus with ulcer
Diabetes_Mellitus_other_or_not_specified,84451000006112,9999999,Diabetes,Type 1 diabetes mellitus with ulcer
Diabetes_Mellitus_other_or_not_specified,771351000006111,9999999,Diabetes excl Type 2,Insulin dependent diabetes mellitus with gangrene
Diabetes_Mellitus_other_or_not_specified,771351000006111,9999999,Diabetes,Insulin dependent diabetes mellitus with gangrene
Diabetes_Mellitus_other_or_not_specified,771411000006117,9999999,Diabetes excl Type 2,Insulin dependent diabetes mellitus with retinopathy
Diabetes_Mellitus_other_or_not_specified,771411000006117,9999999,Diabetes,Insulin dependent diabetes mellitus with retinopathy
